name,npdId,year,month,day,flare,flareUom,flareMass,flareMassUom,coldVentCO2,coldVentCO2Uom,coldVentGas,coldVentGasUom,coldVentGasMass,coldVentGassMassUom,fuelDiesel,fuelDieselUom,fuelGas,fuelGasUom,fuelGasMass,fuelGasMassUom
Thunderball,279841,2000,3,9,235538.5554,Sm3, ,t,,Sm3,,Sm3, ,t,38877.93269,L,4130.804992,Sm3, ,t
Thunderball,279841,2000,3,10,302736.9542,Sm3, ,t,,Sm3,,Sm3, ,t,32296.74804,L,4729.868834,Sm3, ,t
Thunderball,279841,2000,3,11,314844.4631,Sm3, ,t,,Sm3,,Sm3, ,t,47230.98609,L,3338.368194,Sm3, ,t
Thunderball,279841,2000,3,12,310245.5896,Sm3, ,t,,Sm3,,Sm3, ,t,40925.78744,L,5031.283796,Sm3, ,t
Thunderball,279841,2000,3,13,355265.7564,Sm3, ,t,,Sm3,,Sm3, ,t,49956.01746,L,3606.425188,Sm3, ,t
Thunderball,279841,2000,3,14,230304.1631,Sm3, ,t,,Sm3,,Sm3, ,t,55800.97166,L,5779.133452,Sm3, ,t
Thunderball,279841,2000,3,15,314944.1468,Sm3, ,t,,Sm3,,Sm3, ,t,43907.39669,L,3762.960577,Sm3, ,t
Thunderball,279841,2000,3,16,323646.3226,Sm3, ,t,,Sm3,,Sm3, ,t,41668.87556,L,4235.35972,Sm3, ,t
Thunderball,279841,2000,3,17,257865.7365,Sm3, ,t,,Sm3,,Sm3, ,t,34149.3168,L,5270.173591,Sm3, ,t
Thunderball,279841,2000,3,18,304702.5542,Sm3, ,t,,Sm3,,Sm3, ,t,43651.73101,L,3667.468877,Sm3, ,t
Thunderball,279841,2000,3,19,298497.304,Sm3, ,t,,Sm3,,Sm3, ,t,55084.62131,L,5412.865317,Sm3, ,t
Thunderball,279841,2000,3,20,203557.1059,Sm3, ,t,,Sm3,,Sm3, ,t,54314.55355,L,3595.698199,Sm3, ,t
Thunderball,279841,2000,3,21,283475.9417,Sm3, ,t,,Sm3,,Sm3, ,t,45752.39396,L,4004.376121,Sm3, ,t
Thunderball,279841,2000,3,22,341154.4864,Sm3, ,t,,Sm3,,Sm3, ,t,38290.64043,L,3609.646278,Sm3, ,t
Thunderball,279841,2000,3,23,204751.1837,Sm3, ,t,,Sm3,,Sm3, ,t,54617.78748,L,3131.568626,Sm3, ,t
Thunderball,279841,2000,3,24,309206.9327,Sm3, ,t,,Sm3,,Sm3, ,t,39532.44776,L,5485.662163,Sm3, ,t
Thunderball,279841,2000,3,25,328344.1699,Sm3, ,t,,Sm3,,Sm3, ,t,54076.09645,L,4457.645986,Sm3, ,t
Thunderball,279841,2000,3,26,283522.7679,Sm3, ,t,,Sm3,,Sm3, ,t,50959.41092,L,4646.209198,Sm3, ,t
Thunderball,279841,2000,3,27,249249.517,Sm3, ,t,,Sm3,,Sm3, ,t,54089.61086,L,5258.679841,Sm3, ,t
Thunderball,279841,2000,3,28,278812.1461,Sm3, ,t,,Sm3,,Sm3, ,t,44013.43192,L,4050.232745,Sm3, ,t
Thunderball,279841,2000,3,29,269198.7294,Sm3, ,t,,Sm3,,Sm3, ,t,56742.78945,L,5570.297205,Sm3, ,t
Thunderball,279841,2000,3,30,261462.7808,Sm3, ,t,,Sm3,,Sm3, ,t,54442.16672,L,3735.667526,Sm3, ,t
Thunderball,279841,2000,3,31,250439.8977,Sm3, ,t,,Sm3,,Sm3, ,t,46061.10435,L,4236.041338,Sm3, ,t
Thunderball,279841,2000,4,1,200727.9353,Sm3, ,t,,Sm3,,Sm3, ,t,92473.67341,L,7168.333209,Sm3, ,t
Thunderball,279841,2000,4,2,136052.4864,Sm3, ,t,,Sm3,,Sm3, ,t,86850.08418,L,6889.435085,Sm3, ,t
Thunderball,279841,2000,4,3,196226.957,Sm3, ,t,,Sm3,,Sm3, ,t,59040.46265,L,4024.246284,Sm3, ,t
Thunderball,279841,2000,4,4,220787.4885,Sm3, ,t,,Sm3,,Sm3, ,t,79659.44356,L,5490.383091,Sm3, ,t
Thunderball,279841,2000,4,5,177665.7527,Sm3, ,t,,Sm3,,Sm3, ,t,55199.09206,L,6825.975775,Sm3, ,t
Thunderball,279841,2000,4,6,215017.3539,Sm3, ,t,,Sm3,,Sm3, ,t,56657.48983,L,5364.475428,Sm3, ,t
Thunderball,279841,2000,4,7,149255.9218,Sm3, ,t,,Sm3,,Sm3, ,t,84947.20593,L,4190.870481,Sm3, ,t
Thunderball,279841,2000,4,8,135088.7618,Sm3, ,t,,Sm3,,Sm3, ,t,55630.82409,L,6860.166309,Sm3, ,t
Thunderball,279841,2000,4,9,220178.3002,Sm3, ,t,,Sm3,,Sm3, ,t,61148.12121,L,7212.998071,Sm3, ,t
Thunderball,279841,2000,4,10,131198.0149,Sm3, ,t,,Sm3,,Sm3, ,t,91869.05951,L,6793.546633,Sm3, ,t
Thunderball,279841,2000,4,11,211441.9836,Sm3, ,t,,Sm3,,Sm3, ,t,90177.85232,L,4735.401408,Sm3, ,t
Thunderball,279841,2000,4,12,143702.8545,Sm3, ,t,,Sm3,,Sm3, ,t,100757.6655,L,5984.528171,Sm3, ,t
Thunderball,279841,2000,4,13,187688.2353,Sm3, ,t,,Sm3,,Sm3, ,t,80958.87595,L,5251.077569,Sm3, ,t
Thunderball,279841,2000,4,14,179515.1308,Sm3, ,t,,Sm3,,Sm3, ,t,89199.17849,L,4568.306957,Sm3, ,t
Thunderball,279841,2000,4,15,180361.337,Sm3, ,t,,Sm3,,Sm3, ,t,78395.39484,L,5946.662364,Sm3, ,t
Thunderball,279841,2000,4,16,167420.7045,Sm3, ,t,,Sm3,,Sm3, ,t,100673.9248,L,5536.536555,Sm3, ,t
Thunderball,279841,2000,4,17,165263.6076,Sm3, ,t,,Sm3,,Sm3, ,t,71970.02243,L,6341.071032,Sm3, ,t
Thunderball,279841,2000,4,18,169477.6567,Sm3, ,t,,Sm3,,Sm3, ,t,63550.73541,L,5357.318478,Sm3, ,t
Thunderball,279841,2000,4,19,218150.5275,Sm3, ,t,,Sm3,,Sm3, ,t,100440.0459,L,4613.621982,Sm3, ,t
Thunderball,279841,2000,4,20,215167.9053,Sm3, ,t,,Sm3,,Sm3, ,t,72861.8936,L,5834.130725,Sm3, ,t
Thunderball,279841,2000,4,21,151317.2218,Sm3, ,t,,Sm3,,Sm3, ,t,62175.25802,L,5082.854146,Sm3, ,t
Thunderball,279841,2000,4,22,155256.2596,Sm3, ,t,,Sm3,,Sm3, ,t,56717.9298,L,4426.153361,Sm3, ,t
Thunderball,279841,2000,4,23,226258.7774,Sm3, ,t,,Sm3,,Sm3, ,t,63386.9891,L,6560.025397,Sm3, ,t
Thunderball,279841,2000,4,24,221242.7783,Sm3, ,t,,Sm3,,Sm3, ,t,68907.74639,L,7227.176356,Sm3, ,t
Thunderball,279841,2000,4,25,191630.5721,Sm3, ,t,,Sm3,,Sm3, ,t,98011.65237,L,6461.886284,Sm3, ,t
Thunderball,279841,2000,4,26,212416.1266,Sm3, ,t,,Sm3,,Sm3, ,t,76441.28522,L,4276.796932,Sm3, ,t
Thunderball,279841,2000,4,27,201574.2827,Sm3, ,t,,Sm3,,Sm3, ,t,58514.42948,L,6921.815513,Sm3, ,t
Thunderball,279841,2000,4,28,201353.4984,Sm3, ,t,,Sm3,,Sm3, ,t,90206.14325,L,5230.23418,Sm3, ,t
Thunderball,279841,2000,4,29,175452.6809,Sm3, ,t,,Sm3,,Sm3, ,t,96228.67347,L,6953.892256,Sm3, ,t
Thunderball,279841,2000,4,30,225672.8869,Sm3, ,t,,Sm3,,Sm3, ,t,93948.84725,L,4319.079967,Sm3, ,t
Thunderball,279841,2000,5,1,188669.3809,Sm3, ,t,,Sm3,,Sm3, ,t,88171.28819,L,4953.464897,Sm3, ,t
Thunderball,279841,2000,5,2,267310.2191,Sm3, ,t,,Sm3,,Sm3, ,t,69680.49339,L,3627.420862,Sm3, ,t
Thunderball,279841,2000,5,3,158348.8934,Sm3, ,t,,Sm3,,Sm3, ,t,58306.3819,L,3934.884842,Sm3, ,t
Thunderball,279841,2000,5,4,164893.6663,Sm3, ,t,,Sm3,,Sm3, ,t,81820.97149,L,5398.550323,Sm3, ,t
Thunderball,279841,2000,5,5,155376.7088,Sm3, ,t,,Sm3,,Sm3, ,t,77536.90095,L,3337.603158,Sm3, ,t
Thunderball,279841,2000,5,6,155647.8527,Sm3, ,t,,Sm3,,Sm3, ,t,53061.18316,L,3277.105089,Sm3, ,t
Thunderball,279841,2000,5,7,222545.4941,Sm3, ,t,,Sm3,,Sm3, ,t,50157.82902,L,5568.617852,Sm3, ,t
Thunderball,279841,2000,5,8,232599.3591,Sm3, ,t,,Sm3,,Sm3, ,t,85238.13156,L,4434.358116,Sm3, ,t
Thunderball,279841,2000,5,9,198314.9797,Sm3, ,t,,Sm3,,Sm3, ,t,47821.8727,L,5572.462623,Sm3, ,t
Thunderball,279841,2000,5,10,227162.0037,Sm3, ,t,,Sm3,,Sm3, ,t,82950.78955,L,5501.850632,Sm3, ,t
Thunderball,279841,2000,5,11,194568.0762,Sm3, ,t,,Sm3,,Sm3, ,t,56900.15186,L,5351.76242,Sm3, ,t
Thunderball,279841,2000,5,12,206067.8273,Sm3, ,t,,Sm3,,Sm3, ,t,87067.05955,L,4335.460619,Sm3, ,t
Thunderball,279841,2000,5,13,187742.379,Sm3, ,t,,Sm3,,Sm3, ,t,62232.61928,L,5452.770503,Sm3, ,t
Thunderball,279841,2000,5,14,237994.5563,Sm3, ,t,,Sm3,,Sm3, ,t,84373.21744,L,3285.898567,Sm3, ,t
Thunderball,279841,2000,5,15,215319.2714,Sm3, ,t,,Sm3,,Sm3, ,t,85313.57448,L,5624.050247,Sm3, ,t
Thunderball,279841,2000,5,16,185026.8519,Sm3, ,t,,Sm3,,Sm3, ,t,53345.70419,L,3846.021666,Sm3, ,t
Thunderball,279841,2000,5,17,269966.9077,Sm3, ,t,,Sm3,,Sm3, ,t,87991.69939,L,4045.501124,Sm3, ,t
Thunderball,279841,2000,5,18,253294.4433,Sm3, ,t,,Sm3,,Sm3, ,t,55934.84969,L,4859.698853,Sm3, ,t
Thunderball,279841,2000,5,19,159780.8078,Sm3, ,t,,Sm3,,Sm3, ,t,74926.34652,L,3589.171161,Sm3, ,t
Thunderball,279841,2000,5,20,164480.7044,Sm3, ,t,,Sm3,,Sm3, ,t,78632.8332,L,4122.739686,Sm3, ,t
Thunderball,279841,2000,5,21,173372.6728,Sm3, ,t,,Sm3,,Sm3, ,t,65255.93921,L,3381.711257,Sm3, ,t
Thunderball,279841,2000,5,22,259552.3622,Sm3, ,t,,Sm3,,Sm3, ,t,85207.72066,L,4296.182763,Sm3, ,t
Thunderball,279841,2000,5,23,182584.4086,Sm3, ,t,,Sm3,,Sm3, ,t,48863.83068,L,4058.986291,Sm3, ,t
Thunderball,279841,2000,5,24,202857.2919,Sm3, ,t,,Sm3,,Sm3, ,t,84249.34364,L,5928.036471,Sm3, ,t
Thunderball,279841,2000,5,25,195218.3815,Sm3, ,t,,Sm3,,Sm3, ,t,81980.19745,L,3339.701931,Sm3, ,t
Thunderball,279841,2000,5,26,215898.8666,Sm3, ,t,,Sm3,,Sm3, ,t,83275.84177,L,4447.538222,Sm3, ,t
Thunderball,279841,2000,5,27,265759.6069,Sm3, ,t,,Sm3,,Sm3, ,t,52256.81203,L,3521.404734,Sm3, ,t
Thunderball,279841,2000,5,28,166466.2555,Sm3, ,t,,Sm3,,Sm3, ,t,72328.02692,L,4560.720434,Sm3, ,t
Thunderball,279841,2000,5,29,268044.7823,Sm3, ,t,,Sm3,,Sm3, ,t,69286.72254,L,4748.398159,Sm3, ,t
Thunderball,279841,2000,5,30,270016.5406,Sm3, ,t,,Sm3,,Sm3, ,t,80551.50606,L,3786.295821,Sm3, ,t
Thunderball,279841,2000,5,31,212193.448,Sm3, ,t,,Sm3,,Sm3, ,t,83202.16153,L,3811.630679,Sm3, ,t
Thunderball,279841,2000,6,1,450064.4627,Sm3, ,t,,Sm3,,Sm3, ,t,34697.96515,L,4823.699647,Sm3, ,t
Thunderball,279841,2000,6,2,629963.0088,Sm3, ,t,,Sm3,,Sm3, ,t,37427.28973,L,3988.513129,Sm3, ,t
Thunderball,279841,2000,6,3,702206.3109,Sm3, ,t,,Sm3,,Sm3, ,t,34779.18269,L,3322.566155,Sm3, ,t
Thunderball,279841,2000,6,4,600994.2468,Sm3, ,t,,Sm3,,Sm3, ,t,37476.92656,L,3838.859373,Sm3, ,t
Thunderball,279841,2000,6,5,577548.4211,Sm3, ,t,,Sm3,,Sm3, ,t,25643.58871,L,3540.260286,Sm3, ,t
Thunderball,279841,2000,6,6,598528.9264,Sm3, ,t,,Sm3,,Sm3, ,t,31532.76612,L,4424.37055,Sm3, ,t
Thunderball,279841,2000,6,7,389959.7596,Sm3, ,t,,Sm3,,Sm3, ,t,28472.474,L,3246.309075,Sm3, ,t
Thunderball,279841,2000,6,8,566718.1839,Sm3, ,t,,Sm3,,Sm3, ,t,38553.5653,L,4005.17182,Sm3, ,t
Thunderball,279841,2000,6,9,708237.6043,Sm3, ,t,,Sm3,,Sm3, ,t,36876.53859,L,3397.728151,Sm3, ,t
Thunderball,279841,2000,6,10,438101.891,Sm3, ,t,,Sm3,,Sm3, ,t,23696.15015,L,3271.89005,Sm3, ,t
Thunderball,279841,2000,6,11,706018.7091,Sm3, ,t,,Sm3,,Sm3, ,t,38115.54753,L,2781.286575,Sm3, ,t
Thunderball,279841,2000,6,12,572235.8099,Sm3, ,t,,Sm3,,Sm3, ,t,23811.1207,L,4749.101129,Sm3, ,t
Thunderball,279841,2000,6,13,465882.7244,Sm3, ,t,,Sm3,,Sm3, ,t,37139.36927,L,3159.698394,Sm3, ,t
Thunderball,279841,2000,6,14,571111.1223,Sm3, ,t,,Sm3,,Sm3, ,t,28808.06078,L,4797.316676,Sm3, ,t
Thunderball,279841,2000,6,15,650029.2016,Sm3, ,t,,Sm3,,Sm3, ,t,27440.82972,L,4042.393309,Sm3, ,t
Thunderball,279841,2000,6,16,670582.9395,Sm3, ,t,,Sm3,,Sm3, ,t,37531.79909,L,3460.877747,Sm3, ,t
Thunderball,279841,2000,6,17,504464.7451,Sm3, ,t,,Sm3,,Sm3, ,t,26569.83485,L,3805.020836,Sm3, ,t
Thunderball,279841,2000,6,18,646015.32,Sm3, ,t,,Sm3,,Sm3, ,t,21943.50909,L,4674.328933,Sm3, ,t
Thunderball,279841,2000,6,19,384031.4493,Sm3, ,t,,Sm3,,Sm3, ,t,36877.15487,L,3406.324386,Sm3, ,t
Thunderball,279841,2000,6,20,621512.9015,Sm3, ,t,,Sm3,,Sm3, ,t,38735.90616,L,3331.727915,Sm3, ,t
Thunderball,279841,2000,6,21,458723.8428,Sm3, ,t,,Sm3,,Sm3, ,t,35519.36324,L,3558.230533,Sm3, ,t
Thunderball,279841,2000,6,22,697168.6037,Sm3, ,t,,Sm3,,Sm3, ,t,31744.98631,L,3223.688342,Sm3, ,t
Thunderball,279841,2000,6,23,418273.0221,Sm3, ,t,,Sm3,,Sm3, ,t,36709.42998,L,4450.886868,Sm3, ,t
Thunderball,279841,2000,6,24,590079.2098,Sm3, ,t,,Sm3,,Sm3, ,t,30672.26363,L,4409.944397,Sm3, ,t
Thunderball,279841,2000,6,25,495581.244,Sm3, ,t,,Sm3,,Sm3, ,t,36430.40143,L,4318.098674,Sm3, ,t
Thunderball,279841,2000,6,26,558238.3031,Sm3, ,t,,Sm3,,Sm3, ,t,34689.5332,L,3194.806854,Sm3, ,t
Thunderball,279841,2000,6,27,694282.9919,Sm3, ,t,,Sm3,,Sm3, ,t,32365.30907,L,3334.482119,Sm3, ,t
Thunderball,279841,2000,6,28,609013.3716,Sm3, ,t,,Sm3,,Sm3, ,t,32252.47193,L,3962.894514,Sm3, ,t
Thunderball,279841,2000,6,29,448374.5436,Sm3, ,t,,Sm3,,Sm3, ,t,24752.3412,L,4378.134873,Sm3, ,t
Thunderball,279841,2000,6,30,624722.1292,Sm3, ,t,,Sm3,,Sm3, ,t,38734.32096,L,4101.388689,Sm3, ,t
Thunderball,279841,2000,7,1,433708.391,Sm3, ,t,,Sm3,,Sm3, ,t,33156.68136,L,7273.62165,Sm3, ,t
Thunderball,279841,2000,7,2,378529.2143,Sm3, ,t,,Sm3,,Sm3, ,t,45905.33478,L,4364.69864,Sm3, ,t
Thunderball,279841,2000,7,3,661795.4292,Sm3, ,t,,Sm3,,Sm3, ,t,30030.03732,L,4302.69819,Sm3, ,t
Thunderball,279841,2000,7,4,596288.4852,Sm3, ,t,,Sm3,,Sm3, ,t,41004.40373,L,7403.295959,Sm3, ,t
Thunderball,279841,2000,7,5,479167.7338,Sm3, ,t,,Sm3,,Sm3, ,t,29464.13944,L,7206.966903,Sm3, ,t
Thunderball,279841,2000,7,6,571316.006,Sm3, ,t,,Sm3,,Sm3, ,t,33368.1203,L,5199.943912,Sm3, ,t
Thunderball,279841,2000,7,7,593016.5013,Sm3, ,t,,Sm3,,Sm3, ,t,38630.18228,L,4705.520842,Sm3, ,t
Thunderball,279841,2000,7,8,531256.4034,Sm3, ,t,,Sm3,,Sm3, ,t,43105.97102,L,7271.248742,Sm3, ,t
Thunderball,279841,2000,7,9,493457.4893,Sm3, ,t,,Sm3,,Sm3, ,t,47500.08818,L,7497.831503,Sm3, ,t
Thunderball,279841,2000,7,10,453513.2583,Sm3, ,t,,Sm3,,Sm3, ,t,46568.56626,L,4504.510538,Sm3, ,t
Thunderball,279841,2000,7,11,604289.1678,Sm3, ,t,,Sm3,,Sm3, ,t,35474.68472,L,6506.228865,Sm3, ,t
Thunderball,279841,2000,7,12,494010.0955,Sm3, ,t,,Sm3,,Sm3, ,t,37709.41494,L,6721.157342,Sm3, ,t
Thunderball,279841,2000,7,13,483442.998,Sm3, ,t,,Sm3,,Sm3, ,t,48093.01018,L,5158.240736,Sm3, ,t
Thunderball,279841,2000,7,14,603366.1324,Sm3, ,t,,Sm3,,Sm3, ,t,32718.98577,L,4619.184329,Sm3, ,t
Thunderball,279841,2000,7,15,454280.6625,Sm3, ,t,,Sm3,,Sm3, ,t,43295.84412,L,5308.692238,Sm3, ,t
Thunderball,279841,2000,7,16,425461.085,Sm3, ,t,,Sm3,,Sm3, ,t,28055.62196,L,4686.81671,Sm3, ,t
